,symboling,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km
171,2,134,98.4,176.2,65.6,0.8862876254180603,2975,146,3.62,3.2582999999999998,9.3,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
172,-1,65,102.4,175.6,66.5,0.9180602006688964,2326,122,3.31,3.2582999999999998,8.7,104,5125.9900990099,29,6.911764705882353,13205.69,8.10344827586207
173,-1,65,102.4,175.6,66.5,0.9180602006688964,2480,110,3.27,3.2582999999999998,22.5,104,5125.9900990099,30,7.121212121212121,13205.69,7.833333333333333
174,-1,65,102.4,175.6,66.5,0.9013377926421405,2414,122,3.31,3.2582999999999998,8.7,104,5125.9900990099,27,7.34375,13205.69,8.703703703703704
175,-1,65,102.4,175.6,66.5,0.9180602006688964,2414,122,3.31,3.2582999999999998,8.7,104,5125.9900990099,27,7.34375,13205.69,8.703703703703704
176,-1,65,102.4,175.6,66.5,0.9013377926421405,2458,122,3.31,3.2582999999999998,8.7,104,5125.9900990099,27,7.34375,13205.69,8.703703703703704
177,3,197,102.9,183.5,67.7,0.8695652173913044,2976,171,3.27,3.2582999999999998,9.3,104,5125.9900990099,20,9.791666666666666,13205.69,11.75
178,3,197,102.9,183.5,67.7,0.8695652173913044,3016,171,3.27,3.2582999999999998,9.3,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
179,-1,90,104.5,187.8,66.5,0.9046822742474917,3131,171,3.27,3.2582999999999998,9.2,104,5125.9900990099,20,9.791666666666666,13205.69,11.75
180,-1,122,104.5,187.8,66.5,0.9046822742474917,3151,161,3.27,3.2582999999999998,9.2,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
181,2,122,97.3,171.7,65.5,0.931438127090301,2261,97,3.01,3.2582999999999998,23.0,104,5125.9900990099,37,5.108695652173913,13205.69,6.351351351351352
182,2,122,97.3,171.7,65.5,0.931438127090301,2209,109,3.19,3.2582999999999998,9.0,104,5125.9900990099,27,6.911764705882353,13205.69,8.703703703703704
183,2,94,97.3,171.7,65.5,0.931438127090301,2264,97,3.01,3.2582999999999998,23.0,104,5125.9900990099,37,5.108695652173913,13205.69,6.351351351351352
184,2,94,97.3,171.7,65.5,0.931438127090301,2212,109,3.19,3.2582999999999998,9.0,104,5125.9900990099,27,6.911764705882353,13205.69,8.703703703703704
185,2,94,97.3,171.7,65.5,0.931438127090301,2275,109,3.19,3.2582999999999998,9.0,104,5125.9900990099,27,6.911764705882353,13205.69,8.703703703703704
186,2,94,97.3,171.7,65.5,0.931438127090301,2319,97,3.01,3.2582999999999998,23.0,104,5125.9900990099,37,5.595238095238095,13205.69,6.351351351351352
187,2,94,97.3,171.7,65.5,0.931438127090301,2300,109,3.19,3.2582999999999998,10.0,104,5125.9900990099,26,7.34375,13205.69,9.038461538461538
188,3,122,94.5,159.3,64.2,0.9297658862876255,2254,109,3.19,3.2582999999999998,8.5,104,5125.9900990099,24,8.10344827586207,13205.69,9.791666666666666
189,3,256,94.5,165.7,64.0,0.8595317725752508,2221,109,3.19,3.2582999999999998,8.5,104,5125.9900990099,24,8.10344827586207,13205.69,9.791666666666666
190,0,122,100.4,180.2,66.9,0.9214046822742475,2661,136,3.19,3.2582999999999998,8.5,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
191,0,122,100.4,180.2,66.9,0.9214046822742475,2579,97,3.01,3.2582999999999998,23.0,104,5125.9900990099,33,6.184210526315789,13205.69,7.121212121212121
192,0,122,100.4,183.1,66.9,0.9214046822742475,2563,109,3.19,3.2582999999999998,9.0,104,5125.9900990099,25,7.580645161290323,13205.69,9.4
193,-2,103,104.3,188.8,67.2,0.939799331103679,2912,141,3.78,3.2582999999999998,9.5,104,5125.9900990099,23,8.392857142857142,13205.69,10.217391304347826
194,-1,74,104.3,188.8,67.2,0.9615384615384616,3034,141,3.78,3.2582999999999998,9.5,104,5125.9900990099,23,8.392857142857142,13205.69,10.217391304347826
195,-2,103,104.3,188.8,67.2,0.939799331103679,2935,141,3.78,3.2582999999999998,9.5,104,5125.9900990099,24,8.392857142857142,13205.69,9.791666666666666
196,-1,74,104.3,188.8,67.2,0.9615384615384616,3042,141,3.78,3.2582999999999998,9.5,104,5125.9900990099,24,8.392857142857142,13205.69,9.791666666666666
197,-2,103,104.3,188.8,67.2,0.939799331103679,3045,130,3.62,3.2582999999999998,7.5,104,5125.9900990099,17,10.681818181818182,13205.69,13.823529411764707
198,-1,74,104.3,188.8,67.2,0.9615384615384616,3157,130,3.62,3.2582999999999998,7.5,104,5125.9900990099,17,10.681818181818182,13205.69,13.823529411764707
199,-1,95,109.1,188.8,68.9,0.9280936454849499,2952,141,3.78,3.2582999999999998,9.5,104,5125.9900990099,23,8.392857142857142,13205.69,10.217391304347826
200,-1,95,109.1,188.8,68.8,0.9280936454849499,3049,141,3.78,3.2582999999999998,8.7,104,5125.9900990099,19,9.4,13205.69,12.368421052631579
201,-1,95,109.1,188.8,68.9,0.9280936454849499,3012,173,3.58,3.2582999999999998,8.8,104,5125.9900990099,18,10.217391304347826,13205.69,13.055555555555555
202,-1,95,109.1,188.8,68.9,0.9280936454849499,3217,145,3.01,3.2582999999999998,23.0,104,5125.9900990099,26,8.703703703703704,13205.69,9.038461538461538
203,-1,95,109.1,188.8,68.9,0.9280936454849499,3062,141,3.78,3.2582999999999998,9.5,104,5125.9900990099,19,9.4,13205.69,12.368421052631579
